Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
 Emerald,1.05,Very Good,G,VS1,VG,G,1.39,GIA,68.8,68,Medium,None,12/10/2008,4393.00,8.38776764,0.04879016
 Princess,1.01,Very Good,E,VS2,VG,VG,1.01,GIA,73.2,69,None,None,12/11/2008,4394.00,8.38799525,0.00995033
 Round,0.9,Ideal,G,SI1,VG,VG,1.01,GIA,62.2,58,None,None,12/10/2008,4395.00,8.38822281,-0.1053605
 Princess,1.02,Good,G,VVS2,VG,G,1.04,GIA,81.5,72,None,None,12/10/2008,4395.00,8.38822281,0.01980263
 Round,0.85,Very Good,E,VVS2,EX,G,1.02,GIA,57.7,62,None,Very Small,12/11/2008,4396.00,8.38845032,-0.1625189
 Round,0.85,Very Good,E,VVS2,EX,G,1.01,GIA,60.3,64,Faint,Very Small,12/11/2008,4396.00,8.38845032,-0.1625189
 Princess,1,Very Good,E,VS2,EX,G,1.03,GIA,72.6,75,None,None,12/10/2008,4396.00,8.38845032,0
 Princess,1.01,Good,E,SI1,VG,VG,1.07,GIA,75.7,77,None,None,12/11/2008,4396.00,8.38845032,0.00995033
 Princess,1.03,Very Good,G,VS2,VG,G,1.07,GIA,72.8,77,None,None,12/11/2008,4396.00,8.38845032,0.0295588
 Princess,1.01,Good,E,VS2,VG,G,1.05,GIA,75.3,70,Faint,None,12/10/2008,4398.00,8.38890517,0.00995033
 Princess,1.01,Good,E,VS2,VG,G,1.08,GIA,80.7,79,None,None,12/10/2008,4398.00,8.38890517,0.00995033
 Princess,1.01,Good,E,VS2,EX,VG,1.05,GIA,78.3,74,None,None,12/10/2008,4398.00,8.38890517,0.00995033
 Princess,1.01,Good,E,VS2,EX,G,1.04,GIA,77,72,None,None,12/10/2008,4398.00,8.38890517,0.00995033
 Princess,1.01,Good,E,VS2,VG,VG,1.01,GIA,78.1,77,None,None,12/10/2008,4398.00,8.38890517,0.00995033
 Princess,1.01,Good,E,VS2,EX,VG,1.03,GIA,75.7,71,None,None,12/10/2008,4398.00,8.38890517,0.00995033
 Princess,1.01,Good,E,VS2,EX,EX,1.01,GIA,75.6,73,None,None,12/10/2008,4398.00,8.38890517,0.00995033
 Emerald,1.27,Fair,J,VVS2,VG,VG,1.33,GIA,72.9,76,None,None,12/10/2008,4401.00,8.38958707,0.2390169
 Round,1.12,Ideal,J,SI2,EX,EX,1.01,GIA,61.5,57,None,None,12/10/2008,4410.00,8.39162997,0.11332869
 Round,1.11,Very Good,J,SI1,G,VG,1.01,GIA,59.6,60,None,None,12/10/2008,4411.00,8.3918567,0.10436002
 Princess,1.15,Good,J,VVS1,G,G,1.09,GIA,77.7,59,None,None,12/10/2008,4414.00,8.39253659,0.13976194
 Round,1.01,Ideal,J,VS1,EX,EX,1,GIA,61.9,55,None,None,12/17/2008,4422.00,8.39434736,0.00995033
 Round,1.22,Ideal,J,SI2,VG,VG,1,GIA,60,60,Strong Blue,None,12/10/2008,4425.00,8.39502556,0.19885086
 Round,1.05,Very Good,J,VS2,VG,VG,1.01,GIA,62.5,56,None,None,12/10/2008,4431.00,8.39638057,0.04879016
 Round,1.09,Very Good,J,VS2,EX,EX,1,GIA,62.6,59,Medium,None,12/10/2008,4432.00,8.39660623,0.0861777
 Round,1.17,Very Good,J,SI2,VG,EX,1.01,GIA,62.7,57,None,None,12/10/2008,4433.00,8.39683183,0.15700375
 Princess,1,Good,D,VS2,VG,VG,1.03,GIA,76.8,69,None,None,12/10/2008,4476.00,8.40648507,0
 Princess,1.07,Good,D,VS2,VG,VG,1.06,GIA,79.3,73,Strong,None,12/10/2008,4476.00,8.40648507,0.06765865
 Princess,1.07,Good,D,SI1,VG,G,1.03,GIA,78.5,76,Medium,None,12/11/2008,4479.00,8.40715509,0.06765865
 Round,1.07,Very Good,D,SI2,VG,VG,1.01,GIA,61.2,56,Faint,None,12/12/2008,4484.00,8.40827078,0.06765865
 Princess,1.09,Very Good,D,SI2,EX,VG,1.01,GIA,71,72,None,None,12/11/2008,4485.00,8.40849377,0.0861777
 Round,0.7,Ideal,D,VVS1,VG,VG,1.01,GIA,61.2,57,Medium,Very Small,12/10/2008,4487.00,8.40893961,-0.3566749
 Princess,0.72,Good,D,IF,VG,VG,1.06,GIA,75.5,73,Faint,None,12/11/2008,4491.00,8.40983067,-0.3285041
 Round,1.03,Good,D,SI2,VG,VG,1,GIA,66.3,56,None,None,12/10/2008,4497.00,8.41116579,0.0295588
 Round,0.83,Signature-Ideal,G,VS1,EX,EX,1.01,GIA,61.9,56,None,Very Small,12/10/2008,4501.00,8.41205487,-0.1863296
 Princess,1.01,Very Good,G,VS2,VG,G,1.02,GIA,71.8,76,Faint Blue,None,12/11/2008,4502.00,8.41227702,0.00995033
 Princess,1.04,Very Good,D,SI1,VG,G,1.08,GIA,74.7,74,None,None,12/11/2008,4502.00,8.41227702,0.03922071
 Emerald,1.09,Very Good,G,SI1,VG,VG,1.33,GIA,65.5,69,None,Small,12/10/2008,4502.00,8.41227702,0.0861777
 Round,1,Good,G,SI1,VG,VG,1.01,GIA,65.2,54,None,None,12/10/2008,4503.00,8.41249912,0
 Emerald,1.09,Very Good,D,SI2,G,G,1.47,GIA,69.3,67,None,None,12/10/2008,4503.00,8.41249912,0.0861777
 Emerald,1.09,Very Good,D,SI2,G,G,1.43,GIA,62.7,68,None,None,12/10/2008,4503.00,8.41249912,0.0861777
 Round,1.01,Very Good,G,SI2,VG,VG,1,GIA,62.9,56,None,None,12/10/2008,4504.00,8.41272117,0.00995033
 Round,1.03,Ideal,G,SI2,EX,EX,1,GIA,62.1,57,None,None,12/10/2008,4504.00,8.41272117,0.0295588
 Emerald,0.71,Very Good,D,IF,G,VG,1.41,GIA,61.9,67,None,None,12/10/2008,4505.00,8.41294317,-0.3424903
 Round,1.01,Very Good,D,SI2,EX,G,1.01,GIA,60.1,60,None,None,12/11/2008,4506.00,8.41316512,0.00995033
 Emerald,1.01,Good,D,VS2,VG,VG,1.37,GIA,57.3,65,None,None,12/10/2008,4508.00,8.41360888,0.00995033
 Round,0.81,Ideal,D,VS2,EX,EX,1,GIA,62.3,57,None,None,12/11/2008,4509.00,8.41383068,-0.210721
 Round,0.81,Ideal,D,VS2,EX,EX,1.01,GIA,62.2,56,Faint,None,12/11/2008,4509.00,8.41383068,-0.210721
 Princess,1.02,Good,G,VS1,EX,EX,1.08,GIA,77.8,70,None,None,12/10/2008,4509.00,8.41383068,0.01980263
 Round,1.01,Very Good,D,SI2,EX,G,1.01,GIA,61.9,58,None,Very Small,12/10/2008,4510.00,8.41405243,0.00995033
 Round,1.01,Very Good,D,SI2,VG,G,1.02,GIA,62.9,60,None,None,12/10/2008,4510.00,8.41405243,0.00995033
 Princess,0.81,Signature-Ideal,D,VS2,VG,VG,1.01,GIA,69.6,65,Faint,None,12/10/2008,4511.00,8.41427414,-0.210721
 Round,0.92,Very Good,D,SI1,VG,VG,1,GIA,62,58,Faint,None,12/10/2008,4511.00,8.41427414,-0.0833816
 Princess,1.01,Good,G,VS1,VG,G,1.01,GIA,77.9,70,None,None,12/11/2008,4511.00,8.41427414,0.00995033
 Princess,1.01,Very Good,G,VS1,VG,G,1.07,GIA,72.5,76,None,None,12/10/2008,4512.00,8.41449579,0.00995033
 Princess,1,Good,G,VVS1,VG,G,1.03,GIA,77.9,65,None,None,12/10/2008,4513.00,8.4147174,0
 Round,1.03,Ideal,G,SI2,ID,ID,1.01,AGSL,59.5,59,Negligible,None,12/10/2008,4513.00,8.4147174,0.0295588
 Round,0.9,Ideal,G,VS2,ID,ID,1,AGSL,61.9,56,Negligible,Very Small,12/10/2008,4514.00,8.41493896,-0.1053605
 Emerald,1.02,Very Good,G,VS2,G,VG,1.19,GIA,69.3,67,None,None,12/11/2008,4516.00,8.41538193,0.01980263
 Emerald,1.02,Very Good,G,VS2,VG,G,1.19,GIA,61.1,62,None,None,12/11/2008,4516.00,8.41538193,0.01980263
 Princess,1.01,Very Good,G,VS1,G,G,1.03,GIA,74.1,71,None,None,12/10/2008,4517.00,8.41560334,0.00995033
 Princess,1.01,Very Good,G,VS1,EX,G,1.02,GIA,74.4,70,None,None,12/10/2008,4517.00,8.41560334,0.00995033
 Round,1.01,Ideal,G,SI2,EX,EX,1.01,GIA,61.4,59,None,None,12/10/2008,4520.00,8.41626727,0.00995033
 Princess,1.02,Good,G,VVS2,VG,EX,1,GIA,75.3,70,None,None,12/10/2008,4520.00,8.41626727,0.01980263
 Princess,1.13,Very Good,G,SI1,VG,VG,1.08,GIA,73.6,72,None,None,12/10/2008,4520.00,8.41626727,0.12221763
 Round,1.02,Very Good,I,SI1,EX,VG,1.01,GIA,63.3,52,Faint,None,12/10/2008,4530.00,8.41847722,0.01980263
 Round,1.05,Ideal,I,SI1,EX,VG,1.01,GIA,61.3,57,None,None,12/10/2008,4532.00,8.41891862,0.04879016
 Princess,1.27,Very Good,I,VS1,EX,G,1.02,GIA,72.3,72,None,None,12/10/2008,4532.00,8.41891862,0.2390169
 Round,1.06,Ideal,J,VS1,VG,EX,1.01,GIA,61.7,57,Faint,None,12/10/2008,4534.00,8.41935983,0.05826891
 Princess,1.06,Good,I,IF,VG,VG,1.1,GIA,76,70,None,None,12/10/2008,4539.00,8.420462,0.05826891
 Round,1.2,Ideal,J,SI1,EX,EX,1.01,GIA,59.1,61,None,None,12/10/2008,4543.00,8.42134287,0.18232156
 Round,1.11,Very Good,J,VS1,EX,EX,1.01,GIA,62.1,61,None,None,12/10/2008,4544.00,8.42156296,0.10436002
 Round,1.1,Very Good,J,VS2,G,EX,1.01,GIA,62.4,58,Medium Blue,None,12/10/2008,4546.00,8.422003,0.09531018
 Emerald,1.19,Very Good,J,VVS1,EX,EX,1.59,GIA,65.9,72,None,Small,12/10/2008,4546.00,8.422003,0.17395331
 Round,1.11,Ideal,I,SI2,EX,EX,1,GIA,62.3,56,None,None,12/11/2008,4548.00,8.42244285,0.10436002
 Emerald,1.12,Fair,I,VS1,G,G,1.59,GIA,75.8,71,None,None,12/11/2008,4551.00,8.42310227,0.11332869
 Princess,0.91,Signature-Ideal,I,VVS2,EX,EX,1.01,GIA,71.2,73,None,None,12/10/2008,4552.00,8.42332198,-0.0943107
 Emerald,1.03,Very Good,I,IF,EX,VG,1.54,GIA,66.2,66,None,Small,12/10/2008,4553.00,8.42354164,0.0295588
 Emerald,1.06,Signature-Ideal,I,VS2,EX,EX,1.36,GIA,67.7,65,None,Small,12/10/2008,4554.00,8.42376125,0.05826891
 Emerald,1.16,Good,I,VVS2,VG,G,1.32,GIA,70.2,71,None,None,12/10/2008,4554.00,8.42376125,0.14842001
 Round,1.17,Very Good,J,SI1,VG,VG,1.01,GIA,63.7,57,Faint,None,12/10/2008,4555.00,8.42398081,0.15700375
 Round,1,Very Good,J,VS1,EX,EX,1,GIA,62.8,59,None,None,12/10/2008,4557.00,8.42441979,0
 Round,1.14,Ideal,J,SI1,EX,EX,1.01,GIA,61.4,60,Medium Blue,None,12/10/2008,4558.00,8.42463921,0.13102826
 Round,1.01,Ideal,I,SI1,EX,EX,1.01,GIA,62.3,60,None,None,12/10/2008,4560.00,8.4250779,0.00995033
 Round,1.01,Ideal,J,VS2,EX,EX,1,GIA,62.1,55,None,None,12/10/2008,4562.00,8.4255164,0.00995033
 Round,1.03,Very Good,I,SI1,EX,EX,1,GIA,62.8,59,None,None,12/10/2008,4562.00,8.4255164,0.0295588
 Princess,1.17,Good,I,VVS1,VG,VG,1.04,GIA,75.9,71,None,None,12/10/2008,4562.00,8.4255164,0.15700375
 Emerald,1.18,Very Good,I,VS1,VG,VG,1.25,GIA,67.5,70,Medium Blue,None,12/11/2008,4562.00,8.4255164,0.16551444
 Round,1,Very Good,I,VS2,VG,VG,1.01,GIA,62.2,58,Medium,None,12/10/2008,4565.00,8.42617379,0
 Round,1.04,Ideal,I,SI1,VG,VG,1.01,GIA,61.1,60,None,None,12/10/2008,4565.00,8.42617379,0.03922071
 Emerald,1.01,Very Good,I,VVS2,VG,VG,1.35,GIA,66.5,63,None,None,12/17/2008,4566.00,8.42639283,0.00995033
 Round,1.17,Ideal,J,VS1,EX,EX,1.01,GIA,62.2,57,Strong,None,12/10/2008,4571.00,8.42748728,0.15700375
 Round,1.03,Very Good,I,SI1,EX,VG,1.01,GIA,59.6,63,None,Very Small,12/10/2008,4572.00,8.42770602,0.0295588
 Round,1.03,Very Good,I,SI1,VG,VG,1.01,GIA,63.6,59,None,None,12/10/2008,4572.00,8.42770602,0.0295588
 Round,1.04,Very Good,J,VS1,EX,EX,1.01,GIA,63.8,59,Medium Blue,None,12/10/2008,4572.00,8.42770602,0.03922071
 Round,1.09,Very Good,I,SI1,VG,G,1.01,GIA,60.8,62,None,None,12/10/2008,4572.00,8.42770602,0.0861777
 Round,1.03,Ideal,J,VS2,EX,EX,1,GIA,62.5,55,None,None,12/11/2008,4574.00,8.42814337,0.0295588
 Round,1.04,Very Good,J,VS1,VG,EX,1,GIA,62.3,59,Strong,None,12/10/2008,4577.00,8.42879904,0.03922071
 Round,1.02,Very Good,J,VS2,G,VG,1.01,AGSL,63.9,57.9,None,None,12/10/2008,4578.00,8.4290175,0.01980263
 Round,1.14,Ideal,J,VS2,EX,EX,1,GIA,61.4,58,None,None,12/10/2008,4593.00,8.43228868,0.13102826
 Round,1.25,Good,J,SI2,VG,VG,1.01,GIA,63.8,58,None,None,12/10/2008,4594.00,8.43250638,0.22314355
 Round,1.21,Ideal,J,SI2,EX,EX,1,GIA,62,59,Strong,None,12/10/2008,4596.00,8.43294164,0.19062036
 Round,1.09,Ideal,J,VS1,EX,VG,1.02,GIA,60,60,None,None,12/11/2008,4602.00,8.43424627,0.0861777
 Round,1.05,Very Good,J,VS2,EX,EX,1,GIA,63.4,57,Faint,None,12/10/2008,4604.00,8.43468077,0.04879016
 Round,1.24,Very Good,J,SI2,EX,EX,1.01,AGSL,59.2,61,None,Pointed,12/10/2008,4605.00,8.43489795,0.21511138
 Princess,1,Very Good,F,VS1,EX,EX,1.09,GIA,70.7,76,None,None,12/10/2008,4650.00,8.4446225,0
 Round,1.04,Good,F,SI2,G,G,1.01,GIA,58,58,None,Very Small,12/10/2008,4652.00,8.44505251,0.03922071
 Round,1.01,Very Good,F,SI2,G,VG,1,GIA,61.2,58,None,None,12/11/2008,4655.00,8.44569719,0.00995033
 Princess,1.03,Good,D,VS2,EX,VG,1.02,GIA,75.2,73,Medium Blue,None,12/10/2008,4656.00,8.44591199,0.0295588
 Round,0.92,Very Good,D,SI1,G,VG,1.01,GIA,62.7,58,None,None,12/10/2008,4657.00,8.44612674,-0.0833816
 Round,1.01,Very Good,F,SI2,EX,EX,1.01,GIA,62.7,56,None,None,12/11/2008,4657.00,8.44612674,0.00995033
 Round,1.01,Very Good,F,SI2,VG,VG,1.01,GIA,62.7,57,None,None,12/11/2008,4657.00,8.44612674,0.00995033
 Princess,1,Very Good,F,VS1,EX,G,1.04,GIA,74.8,77,None,None,12/11/2008,4658.00,8.44634145,0
 Round,1.21,Ideal,F,SI2,EX,EX,1.01,GIA,61.4,58,Strong,None,12/10/2008,4659.00,8.44655611,0.19062036
 Round,1.01,Very Good,D,SI2,VG,VG,1.01,GIA,60.1,62,Faint,None,12/10/2008,4660.00,8.44677073,0.00995033
 Princess,1.02,Good,F,VS2,VG,G,1.08,GIA,75.2,74,None,None,12/11/2008,4660.00,8.44677073,0.01980263
 Emerald,1.03,Good,F,SI1,VG,G,1.46,GIA,70.9,63,None,None,12/10/2008,4660.00,8.44677073,0.0295588
 Emerald,1.03,Very Good,F,SI1,G,G,1.22,GIA,66.4,64,None,Small,12/10/2008,4660.00,8.44677073,0.0295588
 Emerald,0.93,Fair,D,VS1,VG,G,1.36,GIA,66.1,77,None,None,12/10/2008,4661.00,8.4469853,-0.0725707
 Emerald,0.99,Good,F,VS2,G,G,1.37,GIA,68.6,55,None,None,12/10/2008,4661.00,8.4469853,-0.0100503
 Round,1.01,Good,F,SI2,EX,VG,1.01,GIA,62.6,57,None,None,12/10/2008,4661.00,8.4469853,0.00995033
 Round,1.01,Good,F,SI2,VG,VG,1.01,GIA,62,63,None,Very Small,12/10/2008,4661.00,8.4469853,0.00995033
 Round,0.75,Ideal,F,IF,VG,EX,1.01,GIA,61.6,60,None,None,12/12/2008,4662.00,8.44719982,-0.2876821
 Princess,0.96,Very Good,E,VS2,EX,G,1.01,GIA,75,75,None,None,12/11/2008,4662.00,8.44719982,-0.040822
 Princess,0.96,Very Good,E,VS2,EX,VG,1,GIA,72.1,75,None,None,12/11/2008,4662.00,8.44719982,-0.040822
 Emerald,1.02,Very Good,E,SI1,VG,G,1.39,GIA,68.7,60,None,None,12/10/2008,4662.00,8.44719982,0.01980263
 Princess,1.03,Good,E,VS2,VG,G,1.11,GIA,76.7,73,None,None,12/10/2008,4662.00,8.44719982,0.0295588
 Round,0.63,Ideal,D,IF,EX,EX,1.01,GIA,62,56,Strong,None,12/10/2008,4664.00,8.44762873,-0.4620355
 Round,0.75,Ideal,F,VVS1,EX,EX,1.01,GIA,62.5,53,Faint,None,12/10/2008,4664.00,8.44762873,-0.2876821
 Round,0.75,Ideal,F,VVS1,ID,ID,1,AGSL,61.4,55,None,None,12/10/2008,4664.00,8.44762873,-0.2876821
 Round,0.75,Ideal,F,VVS1,EX,EX,1.01,GIA,62.3,55,None,None,12/10/2008,4664.00,8.44762873,-0.2876821
 Round,0.9,Very Good,F,SI1,G,G,1.02,GIA,59.7,59,None,Very Small,12/10/2008,4664.00,8.44762873,-0.1053605
 Princess,1.01,Very Good,E,VS2,VG,VG,1.02,GIA,73.6,70,None,None,12/11/2008,4664.00,8.44762873,0.00995033
 Round,1.02,Very Good,F,SI2,EX,VG,1.01,GIA,60,57,Medium Blue,None,12/10/2008,4664.00,8.44762873,0.01980263
 Princess,1.03,Good,D,VS2,VG,G,1.09,GIA,81.7,72,None,None,12/11/2008,4664.00,8.44762873,0.0295588
 Emerald,0.86,Very Good,D,VS1,G,G,1.3,GIA,63.3,68,None,Small,12/10/2008,4665.00,8.44784311,-0.1508229
 Princess,1.04,Very Good,E,VS2,VG,G,1.04,GIA,72.8,75,Faint,None,12/10/2008,4667.00,8.44827175,0.03922071
 Princess,1.02,Good,E,SI1,EX,G,1.01,GIA,75.6,73,None,None,12/10/2008,4668.00,8.44848599,0.01980263
 Round,1.03,Good,E,SI2,EX,EX,1.01,AGSL,62.3,62,Very Strong Blue,Pointed,12/10/2008,4669.00,8.44870019,0.0295588
 Princess,0.9,Good,D,VS1,EX,VG,1.03,GIA,76.8,68,None,None,12/10/2008,4670.00,8.44891435,-0.1053605
 Round,1,Very Good,E,SI2,VG,VG,1.01,GIA,60.1,61,None,None,12/10/2008,4670.00,8.44891435,0
 Round,1,Good,D,SI2,VG,G,1.01,GIA,60,63,Faint,None,12/11/2008,4670.00,8.44891435,0
 Round,1.01,Very Good,E,SI2,VG,VG,1.01,GIA,63.9,54,Faint,None,12/10/2008,4670.00,8.44891435,0.00995033
 Round,1.01,Ideal,E,SI2,VG,EX,1.01,GIA,62.5,55,Faint,None,12/10/2008,4670.00,8.44891435,0.00995033
 Emerald,1.18,Very Good,E,SI2,VG,G,1.43,GIA,61.8,65,None,None,12/10/2008,4672.00,8.44934252,0.16551444
 Round,1.01,Ideal,D,SI2,VG,G,1.01,GIA,61.2,56,Medium,None,12/11/2008,4673.00,8.44955654,0.00995033
 Round,1,Good,E,SI2,G,VG,1.01,GIA,61,61,None,None,12/10/2008,4674.00,8.44977052,0
 Princess,1.04,Very Good,D,SI1,VG,G,1.04,GIA,70.7,70,None,None,12/10/2008,4675.00,8.44998444,0.03922071
 Round,0.91,Ideal,D,SI1,VG,VG,1.01,GIA,61.5,58,Medium Blue,None,12/10/2008,4676.00,8.45019832,-0.0943107
 Princess,1.01,Good,G,VS1,EX,EX,1.02,GIA,76.6,73,None,None,12/10/2008,4676.00,8.45019832,0.00995033
 Princess,1.01,Very Good,G,VVS2,EX,VG,1.03,GIA,73.8,70,None,None,12/10/2008,4676.00,8.45019832,0.00995033
 Princess,1.07,Good,G,VS2,EX,VG,1.01,GIA,75.2,73,None,None,12/10/2008,4676.00,8.45019832,0.06765865
 Princess,1,Very Good,G,VS1,EX,EX,1.05,GIA,74.1,72,None,None,12/10/2008,4678.00,8.45062595,0
 Round,0.9,Ideal,G,VS2,VG,VG,1.01,GIA,62.5,57,None,None,12/10/2008,4679.00,8.45083969,-0.1053605
 Emerald,1,Very Good,G,VS2,EX,VG,1.34,GIA,69.4,66,None,Very Small,12/10/2008,4679.00,8.45083969,0
 Round,1.01,Very Good,I,VS2,VG,VG,1.01,GIA,63.7,58,None,None,12/10/2008,4679.00,8.45083969,0.00995033
 Emerald,1.01,Good,E,VS2,VG,VG,1.29,GIA,70.3,73,None,None,12/10/2008,4679.00,8.45083969,0.00995033
 Emerald,1.01,Very Good,E,VS2,G,G,1.32,GIA,69.6,67,None,None,12/10/2008,4679.00,8.45083969,0.00995033
 Emerald,1.01,Very Good,E,VS2,G,G,1.5,GIA,64,68,None,None,12/10/2008,4679.00,8.45083969,0.00995033
 Princess,1.03,Very Good,D,VS2,VG,VG,1.04,GIA,74.3,70,None,None,12/10/2008,4679.00,8.45083969,0.0295588
 Round,0.53,Ideal,D,IF,EX,EX,1.01,GIA,62.3,55,None,None,12/11/2008,4680.00,8.45105339,-0.6348783
 Emerald,1.21,Very Good,D,SI2,EX,G,1.3,GIA,69.6,72,Faint,None,12/10/2008,4680.00,8.45105339,0.19062036
 Round,0.9,Very Good,G,VS2,EX,VG,1.01,GIA,62.1,59,None,None,12/12/2008,4681.00,8.45126704,-0.1053605
 Round,0.91,Ideal,G,SI1,EX,EX,1,GIA,61.7,55,None,None,12/11/2008,4681.00,8.45126704,-0.0943107
 Emerald,1.17,Good,D,SI2,VG,G,1.43,GIA,72.2,70,Faint,None,12/10/2008,4681.00,8.45126704,0.15700375
 Princess,1.01,Very Good,E,VS1,EX,VG,1.04,GIA,73.5,73,None,None,12/10/2008,4682.00,8.45148065,0.00995033
 Round,0.9,Good,G,VS1,EX,EX,1.01,GIA,61.2,65,None,None,12/10/2008,4683.00,8.45169421,-0.1053605
 Emerald,1,Very Good,E,SI1,G,G,1.18,GIA,66.4,72,None,None,12/10/2008,4683.00,8.45169421,0
 Princess,1.01,Good,G,VS2,G,G,1.03,GIA,69.3,81,None,None,12/10/2008,4683.00,8.45169421,0.00995033
 Emerald,1.03,Good,E,SI1,G,G,1.72,GIA,70.5,70,None,None,12/10/2008,4683.00,8.45169421,0.0295588
 Princess,1.07,Very Good,I,IF,EX,VG,1.02,GIA,69.6,75,None,None,12/10/2008,4684.00,8.45190772,0.06765865
 Round,1.09,Ideal,G,SI2,EX,EX,1,GIA,59.2,60,None,None,12/18/2008,4684.00,8.45190772,0.0861777
 Princess,1.04,Fair,G,VVS1,VG,G,1.09,GIA,82.5,72,None,None,12/10/2008,4685.00,8.45212119,0.03922071
 Round,1.05,Very Good,I,SI1,EX,EX,1.01,AGSL,62,58,None,Pointed,12/10/2008,4685.00,8.45212119,0.04879016
 Round,1.05,Fair,I,SI1,VG,VG,1.01,GIA,57.1,63,None,None,12/10/2008,4685.00,8.45212119,0.04879016
 Round,1,Good,G,SI1,EX,VG,1.01,GIA,62.5,63,None,None,12/10/2008,4686.00,8.45233462,0
 Princess,1.05,Very Good,G,VS1,EX,G,1.03,GIA,74.8,69,None,None,12/10/2008,4686.00,8.45233462,0.04879016
 Round,0.7,Very Good,D,VVS1,EX,G,1.01,GIA,62.1,55,Strong,None,12/11/2008,4687.00,8.452548,-0.3566749
 Round,0.9,Very Good,D,SI1,EX,EX,1.01,GIA,62.3,59,None,None,12/10/2008,4687.00,8.452548,-0.1053605
 Princess,1,Good,D,VS2,VG,VG,1.01,GIA,75.5,68,None,None,12/11/2008,4687.00,8.452548,0
 Princess,1.03,Very Good,G,VS1,VG,VG,1.03,GIA,69.5,71,Faint,None,12/10/2008,4689.00,8.45297462,0.0295588
 Round,1.06,Ideal,G,SI2,EX,EX,1.01,GIA,63,56,None,None,12/10/2008,4689.00,8.45297462,0.05826891
 Round,1.08,Ideal,I,SI1,VG,VG,1.01,GIA,62.9,56,Faint,None,12/10/2008,4689.00,8.45297462,0.07696104
 Emerald,1.21,Very Good,I,VS1,VG,G,1.83,GIA,66.3,60,None,None,12/10/2008,4689.00,8.45297462,0.19062036
 Round,0.8,Very Good,D,VS1,VG,VG,1.01,GIA,60.5,60,None,None,12/11/2008,4690.00,8.45318786,-0.2231436
 Round,1.01,Ideal,G,SI2,VG,EX,1.01,GIA,62.3,57,None,None,12/10/2008,4690.00,8.45318786,0.00995033
 Round,1.02,Good,I,VS1,VG,VG,1,GIA,56.4,62,None,None,12/10/2008,4690.00,8.45318786,0.01980263
 Round,0.93,Very Good,G,VS2,VG,VG,1.01,GIA,60.6,61,None,None,12/10/2008,4691.00,8.45340106,-0.0725707
 Princess,0.94,Very Good,G,VS1,VG,G,1.09,GIA,71.7,71,None,None,12/10/2008,4691.00,8.45340106,-0.0618754
 Round,1.1,Very Good,I,SI1,G,G,1.01,GIA,60.5,63,None,None,12/10/2008,4694.00,8.45404038,0.09531018
 Princess,1.01,Signature-Ideal,I,VS1,EX,EX,1.01,GIA,70.8,69,None,None,12/10/2008,4703.00,8.45595588,0.00995033
 Round,1.01,Good,I,VS1,VG,VG,1.01,GIA,59.7,59,None,None,12/10/2008,4703.00,8.45595588,0.00995033
 Emerald,1.02,Very Good,I,VVS1,EX,VG,1.05,GIA,61.4,67,None,None,12/10/2008,4703.00,8.45595588,0.01980263
 Princess,1.05,Very Good,I,IF,EX,EX,1.02,GIA,69.4,70,None,None,12/10/2008,4703.00,8.45595588,0.04879016
 Round,1.04,Very Good,I,VS2,EX,VG,1.02,GIA,62.4,56,Strong,None,12/10/2008,4708.00,8.45701847,0.03922071
 Emerald,1.05,Signature-Ideal,I,VS1,EX,VG,1.31,GIA,65.9,67,None,Small,12/10/2008,4710.00,8.45744319,0.04879016
 Emerald,1.05,Signature-Ideal,I,VS1,VG,VG,1.3,GIA,66.5,68,None,Very Small,12/10/2008,4710.00,8.45744319,0.04879016
 Round,1,Very Good,I,VS2,VG,VG,1.01,GIA,61.8,60,None,None,12/17/2008,4716.00,8.45871626,0
 Round,1.01,Very Good,I,VS2,VG,G,1.01,GIA,62.1,61,None,Very Small,12/10/2008,4721.00,8.45977592,0.00995033
 Round,1.05,Ideal,I,SI1,EX,VG,1.01,GIA,62.9,56,None,None,12/10/2008,4729.00,8.46146904,0.04879016
 Round,1.07,Very Good,I,SI1,EX,EX,1.01,GIA,61.4,60,None,None,12/10/2008,4729.00,8.46146904,0.06765865
 Princess,1.2,Good,I,VS1,VG,VG,1.02,GIA,75.7,77,None,None,12/10/2008,4729.00,8.46146904,0.18232156
 Princess,1.01,Very Good,G,VVS2,EX,EX,1.02,GIA,73.8,69,None,None,12/10/2008,4758.00,8.46758269,0.00995033
 Princess,1.01,Very Good,G,VVS2,EX,EX,1.04,GIA,74.8,70,None,None,12/10/2008,4758.00,8.46758269,0.00995033
 Princess,1.01,Very Good,G,VVS2,EX,EX,1,GIA,73.7,69,None,None,12/10/2008,4758.00,8.46758269,0.00995033
 Princess,1.01,Very Good,G,VVS2,EX,EX,1.03,GIA,74.2,73,None,None,12/10/2008,4758.00,8.46758269,0.00995033
 Princess,1.01,Very Good,G,VVS2,EX,EX,1.01,GIA,73.1,71,None,None,12/10/2008,4758.00,8.46758269,0.00995033
 Princess,1.01,Very Good,G,VVS2,EX,EX,1.04,GIA,72.5,70,Medium Blue,None,12/10/2008,4759.00,8.46779284,0.00995033
